VEND_NAME,ADDR_DC,LN_1_ADR,LN_2_ADR,LN_3_ADR,CITY_NAME,MAIL_STATE_DC,POSTAL_CD,VEND_APPRVL_CD,VEND_GRP_CD,lat,lon
MSC INDUSTRIAL SUPPLY CO.,PMT1,P.O. BOX 94939, , ,CLEVELAND,OH,44101-4939,A,HDW,,
MSC INDUSTRIAL SUPPLY CO.,PMT2,DEPT CH0075, , ,PALATINE,IL,60055-0075,A,HDW,,
MSC INDUSTRIAL SUPPLY CO.,PMT3,PO BOX 953635, , ,ST LOUIS,MO,63195-3635,A,HDW,,
MSC INDUSTRIAL SUPPLY CO.,ORD2,525 HARBOUR PLACE DRIVE, , ,DAVIDSON,NC,28036,A,HDW,,
MSC INDUSTRIMSC AL SUPPLY,ORD1,525 HARBOUR PLACE DRIVE, , ,DAVIDSON,NC,28036,A,HDW,,
MSC INDUSTRIMSC AL SUPPLY,PMT1,PO BOX 953635, , ,SAINT LOUIS,MO,63195-3635,A,HDW,,
MTK ELECTRONICS,ORD1,1 NATIONAL BLVD, , ,MEDFORD,NY,11763,A,CRTCAL,,
MUNTERS,ORD1,225 South Magnolia Avenue, , ,Buena Vista,VA,24416,A,MANUF,,
MUNTERS,PMT1,DEPT CH 19943, , ,PALATINE,IL,60055-9943,A,MANUF,,
MX ELECTRONICS,PMT1,1651 E. ST. ANDREW PLACE, , ,SANTA ANA,CA,92705,A,CRTCAL,,
"NAG, LLC",ORD,2511 WALMER AVE STE. B , , ,NORFOLK,VA, ,A,CRTCAL,,
NAPA AUTO PARTS,ORD1,3333 WESTERN BRANCH BLVD, , ,CHESAPEAKE,VA,23321,A,HDW,,
NATIONAL COATINGS,ORD1,8304 ORCUTT AVE, , ,HAMPTON,VA,23666,A,TOOLS,,
NATIONAL COATINGS & SUPPL,PMT1,8304 ORCUTT AVE., , ,HAMPTON,VA,23666,A,CRTCAL,,
NATIONAL INSTRUMENTS,ORD1,11500 N Mopac Expwy, , ,AUSTIN,TX,78759,A,CALIB,,
NATIONAL INSTRUMENTS,PMT1,PO BOX 202262, , ,DALLAS,TX,75320-2262,A,CALIB,,
NATIONAL TECHINICAL SYSTE,ORD1,3915 Sunnymeade, , ,Rustburg,VA,24588,A,CRTCAL,,
NATIONAL TECHINICAL SYSTE,ORD2,7800 Highway 20 West, , ,Huntsville,AL,35806,A,CRTCAL,,
NATIONAL TECHINICAL SYSTE,PMT 1,PO BOX 733364, , ,DALLAS,TX,75373-3364,A,CRTCAL,,
NATIONAL TECHINICAL SYSTE,REMIT,533 Main Street, , ,Acton,MA,01720,A,CRTCAL,,
NATIONAL TECHINICAL SYSTE,REMIT2,P.O. BOX 8208, , ,PASADENA,CA,91109,A,CRTCAL,,
NAV SYSTEMS INC.,ORD1,425 Network Sta Ste 10, , ,Chesapeake,VA,23320,A,CRTCAL,,
NELSON STUD WELDING,ORD1,260 BOOT ROAD, , ,DOWNINGTOWN,PA,19335,A,HDW,,
NELSON STUD WELDING,PMT1,P.O. BOX 504781, , ,ST. LOUIS,MS,63150-4781,A,HDW,,
NELSON STUD WELDING,PMT 1,PO BOX 504781, , ,ST LOUIS,MO,63150-4781,A,HDW,,
NELSON STUD WELDING,ORD1,260 Boot Rd., , ,DOWNINGTON,PA,19335,A,HDW,,
"NETWORKS ENTERPRISES, INC",ORD1,P.O. BOX 930063, , ,WIXOM,MI,48393,A,CARGO,,
NEW PIG,ORD1,1 PORK AVE, , ,TIPTON,PA,16684,A,SFTY,,
NEWARK,PMT1,33190 COLLECTION CENTER DRIVE, , ,CHICAGO,IL,60693-0331,A,ELECTR,,
NEWARK ELEMENT14,PMT1,33190 COLLECTION CENTER DRIVE, , ,CHICAGO,IL,60693-0331,A,ELCTRN,,
NEWEGG,ORD1, 9997 Rose Hills Road , , ,WHITTIER,CA, ,A,ELCTRN,,
NEWEGG.COM,REMIT,9997 E. Rose Hill Road, , ,Whittier,CA,90601,A,HDW,,
NORFOLK BEARING & SUPPLY,ORD1,3512 E PRINCESS ANNE RD, , ,NORFOLK,VA,23502,A,HDW,,
NORFOLK BEARING & SUPPLY,PMT1,P.O. BOX 12825, , ,NORFOLK,VA,23541-9502,A,HDW,,
NORFOLK BEARINGS,ORD1,3512 E. Princess Anne Rd., , ,NORFOLK,VA,23502,A,ELECTR,,
NORFOLK BEARINGS,PMT 1,PO BOX 12825, , ,NORFOLK,VA,23541,A,ELECTR,,
NORFOLK COATING SERV,PMT1,PO BOX 4658, , ,NORFOLK,VA,23523,A,COAT,,
NORFOLK DREDGING COMPANY,PMNT 1,110 CENTERVILLE TURNPIKE, , ,CHESAPEAKE,VA,23320,A,CRTCAL,,
NORFOLK MACHINE & WELDING,ORD1,1028 W. 27TH ST, , ,NORFOLK,VA,23517,A,CRTCAL,,
NORFOLK MACHINE & WELDING,PYMT,P.O.BOX 11173, , ,NORFOLK,VA,23517,A,CRTCAL,,
NORFOLK MARINE,ORD1,5221 E Virginia Beach Blvd., , ,NORFOLK,VA,23502,A,MARINE,,
NORFOLK TUG,ORD1,508A EAST INDIAN RIVER RD, , ,NORFOLK,VA,23523,A,SUB,,
NORFOLK WIRE & ELECTRONIC,ORD2,5301 Cleveland Street, , ,Virginia Beach,VA,23462,A,CBL,,
NORFOLK WIRE & ELECTRONIC,ORD1,PO Box 890608, , ,Charlotte,NC,28289-0608,A,CBL,,
NORTHERN SAFETY COMPANY,ORD1,P.O. Box 4250, , ,Utica,NY,13504-4250,A,SAFTY,,
NORTHERN TOOL & EQUIPMENT,ORD1,1120 Military Hwy, , ,Norfolk,VA,23502,A,HDW,,
NORTHERN TOOL & EQUIPMENT,PMT1,P O BOX 5219, , ,CAROL STREAM,IL,60197-5226,A,HDW,,
NORTHERN TOOLS,ORD1,2800 Southcross Drive West, , ,Burnsville,MN,55306,A,TOOLS,,
NORTHROP GRUMMAN SYSTEMS ,ORD,2980 FAIRVIEW PARK DRIVE, , ,FALLS CHURCH,VA,22042,A,CRTCAL,,
NORTHROP GRUMMAN SYSTEMS ,PMNT,1070 Seminole TRL, , ,CHARLOTTESVILLE,VA,22901,A,CRTCAL,,
NORTON SANDBLASTING,ORD1,1006 EXECUTIVE BLVD, , ,CHESAPEAKE,VA,23320,A,SANDBL,,
NORTON SANDBLASTING,PMT1,1006 EXECUTIVE BLVD, , ,CHESAPEAKE,VA,23320,A,SANDBL,,
NORVA PLASTICS INC.,PMT1,P.O. BOX 6226, , ,NORFOLK,VA,23508,A,PLASTC,,
NOVA ELECTRIC,ORD1,100 SCHOOL ST, , ,BERGENFIELD,NJ,07621,A,EQUIP,,
NOVA POWER SOLUTIONS,ORD1,21515 RIDGETOP CIRCLE,SUITE 210, ,STERLING,VA,20166,A,ELECTR,,
"NSC TECHNOLOGIES, LLC",PMT 1,500 CRAWFORD STREET,SUITE 401, ,PORTSMOUTH,VA,23704-3844,A,ELCTR,,
"NSC TECHNOLOGIES, LLC",PMT 2,950 EAST PACES FERRY RD NE,SUITE 1650, ,ATLANTA,GA,30326,A,ELCTR,,
NU LABORATORIES,ORD1,312 Old Allerton Road, , ,Annandale,NJ,08801-3206,A,CRTCAL,,
NYLACAST,ORD1,6951 Allentown Blvd. ,Suite K, ,Harrisburg,PA,17112,A,PLSTIC,,
OBBCO SAFETY & SUPPLY INC,1099,1737 SOUTH PARK COURT, , ,CHESAPEAKE,VA,23320,A,SFTY,,
OBBCO SAFETY & SUPPLY INC,ORD1,1737 South Park Court, , ,CHESAPEAKE,VA,23320,A,SFTY,,
OBBCO SAFETY & SUPPLY INC,PMT 2,PO BOX 404130, , ,ATLANTA ,GA,30384-4130,A,SFTY,,
OBBCO SAFETY & SUPPLY INC,PMT1,1737 SOUTH PARK COURT, , ,CHESAPEAKE,VA,23320,A,SFTY,,
OBBCO SAFETY & SUPPLY INC,ORD2,PO Box 404130, , ,ATLANTA,GA,30384-4130,A,SFTY,,
OEM CONTROLS,ORD1,10 Controls Drive, , ,Shelton,CT,06484,A,ELCTRN,,
OKEANUS,ORD1,17455 NE 67th Court,Suite 120, ,Redmond,WA,98052,A,WINCH,,
OKEANUS,PMT2,2261 Denley Road, , ,Houma,LA,70363,A,WINCH,,
OKEANUS,PMT1,P.O. Box 2978, , ,Redmond,WA,98073-2978,A,WINCH,,
OLIVER STEEL,PMT 2,PO BOX 844262, , ,BOSTON,MA,02284-4262,A,CRTCAL,,
OLIVER STEEL,ORD1,26800 MILES RD, , ,BEDFORD HEIGHTS,OH,44146,A,CRTCAL,,
OLIVER STEEL,PMT 1,PO BOX 3906, , ,BOSTON,MA,02241-3906,A,CRTCAL,,
OMEGA ENGINEERING,ORD1,800 CONNETICUT AVE,SUITE 5N01, ,NORWALK,CT,06854,A,HDW,,
OMEGA ENGINEERING,PMT 2,26904 Network Place, , ,Chicago,IL,60673-1269,A,HDW,,
OMEGA ENGINEERING,PMT1,P.O. Box 4047, , ,Stamford,CT,06907,A,HDW,,
OMEGA MARINE,ORD1,5218 Norvella Avenue, , ,Norfolk,VA,23513,A,CRTCAL,,
OMEGA MARINE,1099,5218 NORVELLA AVENUE, , ,NORFOLK,VA,23513,A,CRTCAL,,
ONLINE COMPONENTS,PMT1,PO BOX 840755, , ,DALLAS,TX,75284,A,ELECTR,,
ONLINE COMPONENTS,ORD1,2425 SOUTH 21ST STREET, , ,PHOENIX,AZ,85034,A,ELECTR,,
ONLINECOMPONENTS.COM,PMT1,P.O. BOX 25905, , ,LOS ANGELES,CA,90025,A,ELCTRN,,
ONLINECOMPONENTS.COM,PMT2,PO BOX 840755, , ,DALLAS,TX,75284-0755,A,ELCTRN,,
OPTIMAL LOGISTICS,PMT1,PO BOX 1779, , ,ALLEN,TX,75013-0030,A,FRGHT,,
OSPREY DESIGN GROUP,ORD1,567 Central Dr,Suite 106, ,Virginia Beach,VA,23454-5250,A,DESIGN,,
"OXLEY, INC",ORD1,31 Business Park Drive, , ,Branford,CT,06405,A,ELCTRN,,
P & P TECHNOLOGY,ORD1,1-3 Finch Drive,Springwood Industrial Estate, ,"Braintree, ESSEX",,CM7 2SF,A,ELECTR,,
P.A. ELECTRONICS CORPORAT,ORD1,675 Industrial Court, , ,Hartland,WI,53029,A,HDW,,
P.A. ELECTRONICS CORPORAT,PMT1,PO Box 11, , ,Hartland,WI,53029,A,HDW,,
PACER GROUP,ORD1,1555 APEX RD., , ,SARASOTA,FL,34240,A,ELCT,,
PACIFIC MARINE,ORD1,555 South 12th Street, , ,RICHMOND,CA,94804,A,HDW,,
PAIGE DECKING,ORD1,820 Greenbriar Circle,Suite 10, ,Chesapeake,VA,23320,A,DECKNG,,
PAINT SUPPLY CO,ORD1,2528 WEST PEMBROKE AVE, , ,HAMPTON,VA,23661,A,PAINT,,
PAINT SUPPLY CO,PMT1,2528 WEST PEMBROKE AVE.,ATTENTION:ACCOUNTS RECEIVABLE, ,HAMPTON,VA,23661,A,PAINT,,
PAINT SUPPLY CO.,PMT1,2528 WEST PEMBROKE AVE., , ,HAMPTON,VA,23661,A,PAINT,,
"PALFINGER MARINE USA, INC",PMT1,DEPT 3532,PO BOX 123532, ,DALLAS,TX,75312-3532,A,CRTCAL,,
"PALFINGER MARINE USA, INC",ORD1,705 Mt Vernon Ave, , ,PORTSMOUTH,VA,23707,A,CRTCAL,,
"PALFINGER MARINE USA, INC",PMT 2,912 HWY 90 E, , ,"NEW IBERIA, ",LA,70560,A,CRTCAL,,
PANEL COMPONENTS & SYSTEM,ORD1,149 Main Street, , ,Stanhope,NJ,07874,A,PANEL,,
PAPCO OIL COMPANY,ORD1,P.O. BOX 60507, , ,CHARLOTTE,NC,28260,A,FUEL,,
PAPCO OIL COMPANY,PMT1,P.O. BOX 60507, , ,CHARLOTTE,NC,28260-0507,A,FUEL,,
PAR MARINE SERVICES,PMT,MI 36,PO Box 9201, ,"Minneapolis,",MN,55480-9201,A,CRTCAL,,
PAR MARINE SERVICES,ORD1,3000 SIDNEY LANIER DRIVE, , ,BRUNSWICK,GA,31525,A,CRTCAL,,
PAR MARINE SERVICES,1099,3000 SIDNEY LANIER DRIVE, , ,BRUNSWICK,GA,31525,A,CRTCAL,,
PARKER CHOMERICS,REMIT,7895 COLLECTION CENTER DRIVE, , ,CHICAGO,IL,60693,A,HDW,,
PARKER CHOMERICS,ORD1,77 DRAGON COURT, , ,WOBURN,MA,01888,A,HDW,,
PARKER HANNIFIN,ORD1,10801 Rose Avenue, , ,New Haven,IN,46774,A,SUB,,
PARKER HANNIFIN,PMT 1,13557 COLLECTION CENTER DRIVE, , ,CHICAGO,IL,60693,A,SUB,,
PARKER HANNIFIN,PMT 2,7851 COLLECTION CENTER DRIVE, , ,CHICAGO,IL,60693,A,SUB,,
PARKER SAFETY INC.,PMT1,P.O. BOX 9674, , ,HAMPTON,VA,23670,A,SAFTY,,
PARKER SAFETY INC.,PMT1,P.O. BOX 9674, , ,HAMPTON,VA,23670,A,CRTCAL,,
PARKER'S HEATING & AIR,ORD1,585 Oak Grove Rd, , ,Chesapeake,VA,23320,A,A/C,,
"PARTS TOWN, LLC",ORD1,1200 Greenbriar Dr., , ,Addison,IL,60101,A,HDW,,
"PARTS TOWN, LLC",PMT1,27787 Network Place, , ,Chicago,IL,60673,A,HDW,,
PASCO BATTERY,ORD1,1218 S MILITARY HWY, , ,CHESAPEAKE,VA,23320,A,ELCTR,,
PAXTON,ORD1,1111 INGLESIDE ROAD, , ,NORFOLK,VA,23541,A,MARINE,,
PAXTON CO.,PMT1,1111 INGLESIDE ROAD, , ,NORFOLK,VA,23541-0103,A,MARINE,,
"PC INDUSTRIES, LLC ",ORD1,1088 N WASHINGTON STREET, , ,AFTON,WY,83110,A,CRTCAL,,
"PC INDUSTRIES, LLC ",PYMT1,P.O. BOX 490, , ,AFTON,WY,83110,A,CRTCAL,,
PEACH STATE INSTRUMENTS,ORD1,PO Box 9189, , ,Marietta,GA,30065,A,CRTCAL,,
PEERLESS ELECTRONICS,PMT1,PO BOX 782687, , ,PHILADELPHIA,PA,19178-2687,A,ELCTRN,,
PEERLESS ELECTRONICS,ORD1,"3505 LAKE LYNDA DR., SUITE 208", , ,ORLANDO,FL,32817,A,ELCTRN,,
PEI-GENESIS,ORD1,"400 Redland Court, Suite 104", , ,Owings Mill,MD,21117,A,HDW,,
PEI-GENESIS,PMT 1,2180 HORNING ROAD, , ,PHILADELPHIA,PA,19116-4289,A,HDW,,
PEI-GENESIS,PMT 2,PO BOX 5591, , ,CAROL STREAM,IL,60197-5591,A,HDW,,
"PELICO MARINE, LLC",ORD1,716 W 20THST, , ,Norfolk,VA,23517,A,ARCHTC,,
"PELICO MARINE, LLC",PMT1,716 W 20THST, , ,NORFOLK,VA,23517,A,ARCHTC,,
"PELICO MARINE, LLC",1099,716 W 20TH ST, , ,NORFOLK,VA,23517,A,ARCHTC,,
PENN EL SERVICE,ORD1,882 SOUTH CHIQUES RD, , ,MANHEIM,PA,17545,A,TOOLS,,
PENN STAINLESS PRODUCTS,ORD1,190 KELLY RD, , ,QUAKERTOWN,PA,18951,A,CRES,,
PENN STAINLESS PRODUCTS,ORD1,1535 ALLENTOWN RD.,PO BOX 47, ,TRUMBAUERSVILLE,PA,18951 9001,A,CRES,,
PENN STAINLESS PRODUCTS,PMT1,190 KELLY RD,P.O. BOX 9001, ,QUAKERTOWN,PA,18951-9001,A,CRES,,
PENNSYLVANIA STEEL,ORD1,1111 LEADBETTER ROAD, , ,ASHLAND,VA,23005,A,AL/STL,,
PENNSYLVANIA STEEL,PMT1,PO BOX 3068, , ,HENRICO,VA,23228,A,AL/STL,,
PENNSYLVANIA STEEL,PMT2,1000 HIGHWAY 27 SOUTH, , ,STANLEY,NC,28164,A,AL/STL,,
PHEX,ORD1,PO Box 129, , ,East Lyme,CT,06340,A,HEATEX,,
PHILLIPS CORPORATION,ORD1,8500 TRIAD DRIVE, , ,COLFAX,NC,27235,A,ELECTR,,
PHILLIPS CORPORATION,PAYMNT,PO BOX 405649, , ,ATLANTA,GA,30384-5649,A,ELECTR,,
PHOENIX METALS,ORD1,12420 MEANS COURT, , ,CHARLOTTE,NC,28278,A,AL/STL,,
PHOENIX METALS,ORD2,5700-B EASTPORT BLVD, , ,RICHMOND,VA,23231,A,AL/STL,,
PHOENIX METALS,PMT1,P.O. BOX 932589, , ,ATLANTA,GA,31193-2589,A,AL/STL,,
PHOENIX METALS,PMT 1,PO BOX 932589, , ,ATLANTA,GA,31193-2589,A,AL/STL,,
PHOENIX METALS,ORD1,5700-B EASTPORT BLVD, , ,RICHMOND,VA,23231,A,AL/STL,,
PIERCE ALUMINUM CO INC.,ORD1,3941 HOLLAND BLVD., , ,CHESAPEAKE,VA,23323,A,AL,,
PIERCE ALUMINUM CO INC.,PMT1,34 FORGE PARK, , ,FRANKLIN,MA,02038-3134,A,AL,,
PIERCE ALUMINUM INC.,PMT1,34 FORGE PARK, , ,FRANKLIN,MA,02038-3134,A,AL,,
PINNACLE CNC INC.,ORD1,"3440 ELLICOTT CENTER DRIVE, SUITE 105", , ,ELLICOTT CITY,MD,21043,A,MACHIN,,
PIRTEK LAKE WRIGHT INC.,ORD1,5760 Northampton Blvd, , ,VIRGINIA BEACH,VA,23455,A,ELECTR,,
PLATINUM SPECIALTY SERVIC,PMT 1,PO BOX 206028, , ,DALLAS,TX,75320,A,RENTAL,,
PLATINUM SPECIALTY SERVIC,ORD1,PO BOX 624, , ,HAYES,VA,23072,A,RENTAL,,
"PNA TECHNOLOGIES, LLC",ORD1,144-11 158th St, , ,Jamaica,NY,11434,A,CRTCAL,,
"PNA TECHNOLOGIES, LLC",1099,144-11 158TH ST, , ,JAMAICA,NY,11434,A,CRTCAL,,
POLYSOL POLYMERS,ORD1,1611 Airpark Drive, , ,Farmington,MO,63640,A,COAT,,
POLYSOL POLYMERS,PMT1,PO Box 145, , ,Farmington,MO,63640,A,COAT,,
PORTSMOUTH TRAILER SUPPLY,ORD1,3227 S Military Hwy, , ,CHESAPEAKE,VA,23323,A,EQUIP,,
"POWELL ELECTRONICS, INC",ORD1,111 James Jackson Avenue - Suite 121, , ,Cary,NC,27513,A,ELCTRN,,
"POWELL ELECTRONICS, INC",ORD2,200 COMMODORE DRIVE, , ,LOGAN TOWNSHIP,NJ,08085-1270,A,ELCTRN,,
"POWELL ELECTRONICS, INC",PMT 2,PO BOX 12979, , ,PHILADELPHIA,PA,19176-0979,A,ELCTRN,,
"POWELL ELECTRONICS, INC",PMT1,PO BOX 8500-(S-1500), , ,PHILADELPHIA,PA,19178-1500,A,ELCTRN,,
"POWELL ELECTRONICS, INC",PMT 1,PO BOX 12979, , ,PHILADELPHIA,PA,19176,A,ELCTRN,,
"POWELL ELECTRONICS, INC",ORD1,"1000 Southhill Drive, Suite 140", , ,CARY,NC,27513,A,ELCTRN,,
POWER MECHANICAL,ORD1,4811 Commerce Drive, , ,Newport News,VA,23607,A,VALVES,,
POWERFUSE - NORBERG - IES,PMT1,4237 S. 74TH EAST AVE, , ,TULSA,OK,74145,A,HDW,,
PPG INDUSTRIES,ORD1,823 EAST GATE DRIVE, , ,MT LAUREL,NJ,08054,A,PAINT,,
PPG PROTECTIVE & MARINE,ORD1,1 PPG PLACE, , ,PITTSBURGH,PA,15272,A,PAINT,,
PPG PROTECTIVE & MARINE,ORD2,1416 KELLAND DRIVE,SUITE F, ,CHESAPEAKE,VA,23320,A,PAINT,,
PPG PROTECTIVE & MARINE,PMT1,P.O. BOX 360585, , ,PITTSBURGH,PA,15251-6585,A,PAINT,,
PPG PROTECTIVE & MARINE,PMT2,PO BOX 842409, , ,BOSTON,MA,02284-2409,A,PAINT,,
PPG PROTECTIVE & MARINE,ORD2,1416 KELLAND DRIVE, , ,CHESAPEAKE,VA,23320,A,PAINT,,
PPG PROTECTIVE & MARINE,PMT1,P.O. BOX 360585, , ,PITTSBURGH,PA,15251,A,PAINT,,
PPG PROTECTIVE & MARINE,PMT2,PO BOX 842409, , ,BOSTON ,MA,02284,A,PAINT,,
PPS FABRICATION,ORD,4344 Downtower Loop South, , ,Mobile,AL,36609,A,CRTCAL,,
PRECISION DOORS & HARDWAR,ORD1,10941 PIERSON DR, , ,FREDERICKSBURG,VA,22408,A,HDW,,
PRECON MARINE,ORD1,1401 PRECON DRIVE,Suite 102, ,Chesapeake,VA,23320-6314,A,TOWING,,
PREECE,ORD1,26845 Vista Terrace, , ,Lake Forest,CA,92630,A,FTNGS,,
"PREMIER FILTERS, INC.",ORD1,952 NORTH ELM ST, , ,ORANGE ,CA,92867,A,FILTER,,
PREMIUM AUTO FILMS,ORD1,491 London Bridge Rd.,#101, ,Virginia Beach,VA,23454,A,PRESRV,,
PRESIDENT TITANIUM,PMT 1,PO BOX 36, , ,Hanson,MA,02341,A,TI,,
PRESIDENT TITANIUM,ORD1,243 Franklin St, , ,Hanson,MA,02341,A,TI,,
PRESSURE WORKS OF HAMPTON,PMT1,300 ABERDEEN RD, , ,HAMPTON,VA,23661,A,CHEM,,
PRILLAMAN'S CRANE,ORD1,2303 60th St, , ,HAMPTON,VA,23661,A,RENTAL,,
PRILLAMANS' CRANE & RIGG,ORD1,2303 60TH STREET, , ,HAMPTON,VA,23661,A,CRANE,,
PRIME MOVER CONTROLS,ORD1,3600 Gilmore Way, , ,Burnaby,BC,V5G 4R8,A,MANUF,,
"PRO-DEC PRODUCTS, INC",PMT1,PO BOX 542035, , ,HOUSTON,TX,77254,A,HDW,,
"PRO-DEC PRODUCTS, INC",ORD1,"5000 Gulf Freeway, Bldg. 6", , ,HOUSTON,TX,77023,A,HDW,,
PROTOTEK,ORD1,244 Burnham Intervale Rd, , ,Contoocook,NH, ,A,ELECTR,,
PROTRONICS,ORD1,861 Old Knight Road,Suite 102, ,KNIGHTDALE,NC,27545,A,ELECTR,,
PROVANTAGE,ORD1,7576 Freedom Ave NW, , ,North Canton,OH,44720,A,ELECTR,,
PTS POWER TEMP SYSTEMS,ORD1,1646 Rankin Rd. ,Suite 300 , ,Houston ,TX,77073,A,ELECTR,,
PTS POWER TEMP SYSTEMS,PMT1,129 Demanade Blvd, , ,Lafayette ,LA,70503,A,ELECTR,,
PTS- POWER TEMP SYSTEMS ,ORD1,1646 RANKIN ROAD , , ,HOUSTON ,TX,77073,A,ELECTR,,
PTS- POWER TEMP SYSTEMS ,PYMT1,1646 RANKIN ROAD , , ,HOUSTON ,TX,7707.3,A,ELECTR,,
PTS- POWER TEMP SYSTEMS ,PMT 2,129 DEMANADE BLVD., , ,LAFAYETTE,LA,70503,A,ELECTR,,
"Point Eight Power, Inc",10111,1510 Engineers Rd, , ,Belle Chasse,LA,70037   - ,A,ELECTR,,
"Point Eight Power, Inc",PMT 1,DEPT AT 952446, , ,Atlanta,GA,31192-2446,A,ELECTR,,
Q.E.D. SYSTEMS INC,ORD/PMT1,4646 N Witchduck Rd, , ,Virginia Beach,VA,23455,A,CRTCAL,,
QUALITY MARINE SERVICES,ORD1,PO BOX 16056, , ,CHESAPEAKE,VA,23328,A,CRTCAL,,
QUILL CORPORATION,PMT1,P.O. BOX 37600, , ,PHILADELPHIA,PA,19101-0600,A,ELCTR,,
"R&L MACHINE, INC",ORD1,2900 Yadkin Road, , ,Chesapeake,VA,23323,A,MACHIN,,
R.S. HUGHES,ORD1,1100 CORPORATION PKWY,SUITE 115, ,RALEIGH,NC,27610,A,HDW,,
RADWELL INTERNATIONAL,ORD1,111 Mount Holly Bypass, , ,LUMBERTON,NJ,08048,A,ELECT,,
RADWELL INTERNATIONAL,PMT1,PO BOX 419343, , ,BOSTON,MA,02241,A,ELECT,,
RADWELL INTERNATIONAL,PMNT 1,PO BOX 419343, , ,Boston,MA,02241,A,ELECT,,
RADWELL INTERNATIONAL,PMT,111 Mount Holly Bypass, , ,Lumberton,NJ,08048,A,ELECT,,
"RADWELL INTERNATIONAL, LL",ORD1,1 Millennium Dr, , ,Willingboro,NJ,08046-1000,A,CRTCAL,,
RAILWAY SPECIALTIES,PMT1,2979 STATE ROAD, , ,CROYDON,PA,19021,A,RAIL,,
RAPID PREP,PMT1,44 CROSS PARK AVE, , ,NORTH KINGSTOWN,RI,02852,A,SANDBL,,
RAVENS MARINE INC,ORD,3295 ORANGE AVE, , ,KISSIMMEE,FL,34744,A,CRTCAL,,
RAYTHEON,ORD1,8650 BALBOA AVE, , ,SAN DIEGO,CA,92123,A,CRTCAL,,
RAYTHEON,PMT 1,C/O BANK OF AMERICA,PO BOX 3434, ,BOSTON,MA,02241,A,CRTCAL,,
RED FOX,ORD1,1513B CHEMIN AGREABLE RD, , ,YOUNGSVILLE,LA,70592,A,CRTCAL,,
RED-D-ARC,ORD1,1052 PORTSMOUTH BLVD., , ,SUFFOLK,VA,23434,A,WELD,,
RED-D-ARC,PMT1,P.O. BOX 532618, , ,ATLANTA,GA,30353-2618,A,WELD,,
RED-D-ARC WELDER,PMT1,PO BOX 532618, , ,ATLANTA,GA,30353-2618,A,RENTAL,,
RED-D-ARC WELDER,PMT2,P.O. BOX 734675, , ,DALLAS,TX,75373-4675,A,RENTAL,,
REGION RENTS,1099,937 CORPORATE LANE, , ,CHESAPEAKE,VA,23320,A,RENTAL,,
REGION RENTS,ORD1,937 Corporate Lane, , ,Chesapeake,VA,23320,A,RENTAL,,
RESEARCH ELECTRONICS  ,ORD1,GAMLA OLSNAVAGEN 7, , , ,,79360,A,ELEC,,
REXEL,ORD1,4840 Brookside Ct.,Suite 102, ,Norfolk,VA,23502,A,ELECTR,,
REXEL,PMT1,PO Box 742833, , ,Atlanta,GA,30374-2833,A,ELECTR,,
REXEL,PMT2,P.O. BOX 840638, , ,DALLAS,TX,75284-0638,A,ELECTR,,
REXEL,PMT3,P.O. BOX 417803, , ,BOSTON,MA,02241-7803,A,ELECTR,,
REXEL-USA,ORD1,4840 BROOKSIDE COURT, , ,NORFOLK,VA,23502-2058,A,ELECT,,
REXEL-USA,PMT1,P.O. BOX 347009, , ,PITTSBURGH,PA,15251-4009,A,ELECT,,
REXEL-USA,PMT2,P.O. BOX 742384, , ,ATLANTA,GA,30374-2103,A,ELECT,,
REXEL-USA,PMT3,P.O. BOX 742833, , ,ATLANTA,GA,30374-2833,A,ELECT,,
RG GROUP,PMT1,PO BOX 62744, , ,BALTIMORE,MD,21264,A,ELECTR,,
RG GROUP,ORD1,15 FLOUR MILL RD WEST, , ,YORK,PA,17406,A,ELECTR,,
"RIBCRAFT USA, LLC",ORD,88 HOODS LANE ,PO BOX 463, ,MARBLEHEAD,MA,01945,A,BOAT,,
RICHMAN STEEL FABRICATION,PMT1,529 J. CLYDE MORRIS BLVD., , ,NEWPORT NEWS,VA,23601,A,CRTCAL,,
RILEY POWER GROUP,ORD1,100 MAGNOLIA RD STE 2207, , ,PINEHURST ,NC,28374,A,ELECTR,,
"ROBBINS MARITIME, INC.",PMT1,P.O. Box 12677, , ,NORFOLK,VA,23541,A,ELCTR,,
"ROBBINS MARITIME, INC.",ORD1,213 43RD STREET, , ,VIRGINIA BEACH,VA,23451,A,ELCTR,,
ROBERT MCKEOWN CO,ORD1,111 CHAMBERA=S BROOK RD, , ,BRANCHBURG,NJ,08876,A,CHEM,,
ROBERTS OXYGEN COMPANY,20855,15830 Redland Rd, , ,Rockville,VA,20855,A,GAS,,
RON'S MARINE,ORD1,2406 Rodman Ave, , ,Portsmouth,VA,23707,A,MARINE,,
RONKEN INDUSTRIES,ORD1,9 Wolfer Industrial Park, , ,Spring Valley,IL,61362,A,CRTCAL,,
RONKEN INDUSTRIES,PMT1,P.O. Box 161, , ,Princeton,IL,61356,A,CRTCAL,,
RUBBERCRAFT,ORD1,3701 Conant Sreet, , ,Long Beach,CA,90808,A,CRTCAL,,
RUBBERCRAFT,PMT 1,PO BOX 80422 , , ,CITY OF INDUSTRY,CA,91716-8422,A,CRTCAL,,
